y value,Error Percents
-10,103.248450926029
-20,106.59563104258211
-30,110.04433530624134
-40,113.59743199740822
-50,117.25786449236986
-60,121.02865307454451
-70,124.91289678569191
-80,128.91377531788865
-90,133.0345509470836
-100,137.2785705090612
-110,141.64926741865804
-120,146.1501637330903
-130,150.7848722602675
-140,155.55709871298185
-150,160.47064390987873
-160,165.5294060241309
-170,170.7373828807533
-180,176.09867430351446
-190,181.6174845124144
-200,187.29812457271925
-210,193.14501489655743
-220,199.16268779810062
-230,205.35579010337295
-240,211.729085815745
-250,218.28745883819346
-260,225.03591575342261
-270,231.97958866296088
-280,239.12373808637324
-290,246.47375592173776
-300,254.0351684685672
-310,261.81363951436475
-320,269.81497348603546
-330,278.0451186673844
-340,286.51017048396295
-350,295.2163748565407
-360,304.1701316245035
-370,313.37799804050076
-380,322.84669233769046
-390,332.58309737094476
-400,342.5942643334132
-410,352.88741654985427
-420,363.4699533481782
-430,374.3494540106598
-440,385.53368180631355
-450,397.03058810593984
-460,408.8483165813832
-470,420.9952074905642
-480,433.47980204987675
-490,446.31084689556377
-500,459.49729863572185
-510,473.0483284945924
-520,486.9733270508524
-530,501.28190907161934
-540,515.983918443932
-550,531.0894332054825
-560,546.6087706764275
-570,562.5524926940996
-580,578.9314109525137
-590,595.756592448553
-600,613.0393650367887
-610,630.7913230948702
-620,649.0243333015258
-630,667.7505405291524
-640,686.9823738531151
-650,706.7325526797923
-660,727.0140929955598
-670,747.8403137388107
-680,769.2248432972873
-690,791.1816261328785
-700,813.7249295362304
-710,836.869350513407
-720,860.6298228070125
-730,885.0216240540957
-740,910.0603830832947
-750,935.7620873536673
-760,962.1430905377022
-770,989.2201202510487
-780,1017.0102859315405
-790,1045.531086870135
-800,1074.8004203964165
-810,1104.8365902213689
-820,1135.6583149401717
-830,1167.2847366977694
-840,1199.7354300200961
-850,1233.030410813767
-860,1267.190145537214
-870,1302.2355605461767
-880,1338.1880516166013
-890,1375.0694936479658
-900,1412.9022505501584
-910,1451.7091853170632
-920,1491.5136702900227
-930,1532.3395976144643
-940,1574.2113898929563
-950,1617.1540110380693
-960,1661.1929773284253
-970,1706.3543686713956
-980,1752.664840075951
-990,1800.151633339216
-1000,1848.8425889503642
-1010,1898.7661582154824
-1020,1949.951415607168
-1030,2002.4280713426144
-1040,2056.2264841940255
-1050,2111.3776745352548
-1060,2167.9133376286413
-1070,2225.865857156007
-1080,2285.268318997962
-1090,2346.1545252655583
-1100,2408.5590085885924
-1110,2472.5170466647205
-1120,2538.0646770737785
-1130,2605.238712361645
-1140,2674.076755398143
-1150,2744.617215013445
-1160,2816.8993219176236
-1170,2890.9631449079543
-1180,2966.849607368721
-1190,3044.6005040683017
-1200,3124.2585182583884
-1210,3205.867239080289
-1220,3289.4711792833305
-1230,3375.1157932603837
-1240,3462.8474954057397
-1250,3552.713678800501
-1260,3644.762734230826
-1270,3739.044069544404
-1280,3835.608129350616
-1290,3934.506415069907
-1300,4035.7915053380198
-1310,4139.5170767707605
-1320,4245.737925095099
-1330,4354.509986652445
-1340,4465.89036028008
-1350,4579.937329576773
-1360,4696.710385558677
-1370,4816.2702497117325
-1380,4938.678897446914
-1390,5063.999581964632
-1400,5192.296858534828
-1410,5323.636609199326
-1420,5458.08606790308
-1430,5595.713846061102
-1440,5736.589958567926
-1450,5880.785850256522
-1460,6028.374422813792
-1470,6179.430062159693
-1480,6334.028666297328
-1490,6492.2476736413
-1500,6654.166091831801
-1510,6819.864527042036
-1520,6989.425213786561
-1530,7162.932045238391
-1540,7340.470604062716
-1550,7522.128193775228
-1560,7707.993870633145
-1570,7898.1584760672
-1580,8092.714669662802
-1590,8291.756962699017
-1600,8495.381752253665
-1610,8703.687355883465
-1620,8916.774046887816
-1630,9134.744090165366
-1640,9357.70177867208
-1650,9585.753470490328
-1660,9819.007626518063
-1670,10057.57484878751
-1680,10301.567919423082
-1690,10551.101840247926
-1700,10806.293873049226
-1710,11067.263580511912
-1720,11334.132867831018
-1730,11607.02602501298
-1740,11886.069769875738
-1750,12171.393291759121
-1760,12463.128295954757
-1770,12761.409048867816
-1780,13066.372423920071
-1790,13378.157948206586
-1800,13696.907849916082
-1810,14022.767106527635
-1820,14355.883493793695
-1830,14696.407635522832
-1840,15044.493054172142
-1850,15400.296222263301
-1860,15763.976614632395
-1870,16135.696761527717
-1880,16515.622302566255
-1890,16903.922041563193
-1900,17300.768002245506
-1910,17706.335484864387
-1920,18120.80312371773
-1930,18544.352945598148
-1940,18977.17042917758
-1950,19419.444565344704
-1960,19871.367918506498
-1970,20333.13668887027
-1980,20804.950775718262
-1990,21287.013841691292
-2000,21779.533378093693
-2010,22282.720771237044
-2020,22796.791369834562
-2030,23321.96455346453
-2040,23858.46380211496
-2050,24406.516766827983
-2060,24966.355341457183
-2070,25538.215735555572
-2080,26122.338548409505
-2090,26718.96884423523
-2100,27328.356228554418
-2110,27950.754925765657
-2120,28586.4238579288
-2130,29235.62672477945
-2140,29898.632084990873
-2150,30575.713438701263
-2160,31267.14931132391
-2170,31973.223338658572
-2180,32694.224353322665
-2190,33430.44647251997
-2200,34182.18918716683
-2210,34949.75745239394
-2220,35733.46177944335
-2230,36533.6183289805
-2240,37350.549005840396
-2250,38184.58155522879
-2260,39036.0496603976
-2270,39905.29304181628
-2280,40792.65755785894
-2290,41698.49530702848
-2300,42623.16473173993
-2310,43567.030723682925
-2320,44530.46473078656
-2330,45513.844865808314
-2340,46517.55601656894
-2350,47541.98995785691
-2360,48587.54546502443
-2370,49654.628429298675
-2380,50743.65197483196
-2390,51855.03657751442
-2400,52989.21018557309
-2410,54146.608341982006
-2420,55327.67430870814
-2430,56532.85919281817
-2440,57762.622074470666
-2450,59017.430136820294
-2460,60297.75879785959
-2470,61604.09184422422
-2480,62936.921566988545
-2490,64296.74889947854
-2500,65684.0835571289
-2510,67099.44417941222
-2520,68543.35847386782
-2530,70016.36336225846
-2540,71519.005128884
-2550,73051.83957107976
-2560,74615.43215193035
-2570,76210.35815522683
-2580,77837.20284269901
-2590,79496.56161355152
-2600,81189.04016633485
-2610,82915.2546631837
-2620,84675.83189645143
-2630,86471.40945777496
-2640,88302.63590960045
-2650,90170.17095920393
-2660,92074.68563523746
-2670,94016.86246683709
-2680,95997.39566532378
-2690,98016.99130853289
-2700,100076.36752780592
-2710,102176.25469768044
-2720,104317.39562831211
-2730,106500.54576066516
-2740,108726.4733645094
-2750,110995.95973925568
-2760,113309.79941767239
-2770,115668.80037251682
-2780,118073.78422611914
-2790,120525.58646296053
-2800,123025.05664528038
-2810,125573.05863175468
-2820,128170.47079928334
-2830,130818.18626792799
-2840,133517.11312904116
-2850,136268.17467662317
-2860,139072.3096419591
-2870,141930.47243156316
-2880,144843.63336848808
-2890,147812.7789370281
-2900,150838.91203087434
-2910,153923.05220474914
-2920,157066.23592958346
-2930,160269.51685126204
-2940,163533.96605300112
-2950,166860.67232138652
-2960,170250.74241613853
-2970,173705.30134362742
-2980,177225.49263421271
-2990,180812.47862343007
-3000,184467.44073709578
-3010,188191.5797803584
-3020,191986.11623076975
-3030,195852.29053539853
-3040,199791.36341206793
-3050,203804.6161547382
-3060,207893.35094311647
-3070,212058.89115651508
-3080,216302.58169204643
-3090,220625.78928717086
-3100,225029.90284669035
-3110,229516.33377420576
-3120,234086.51630812924
-3130,238741.90786227456
-3140,243483.98937111325
-3150,248314.26563972604
-3160,253234.26569853464
-3170,258245.5431628463
-3180,263349.6765972976
-3190,268548.2698852304
-3200,273842.9526030881
-3210,279235.3803998681
-3220,284727.23538171797
-3230,290320.2265017102
-3240,296016.0899548915
-3250,301816.5895786372
-3260,307723.51725840947
-3270,313738.6933389502
-3280,319863.9670410126
-3290,326101.2168836605
-3300,332452.35111224063
-3310,338919.3081320597
-3320,345504.05694787274
-3330,352208.5976092174
-3340,359034.9616616999
-3350,365985.2126042676
-3360,373061.44635257986
-3370,380265.7917085138
-3380,387600.4108359094
-3390,395067.49974260386
-3400,402669.288768857
-3410,410408.0430822112
-3420,418286.0631789055
-3430,426305.6853918724
-3440,434469.2824054506
-3450,442779.26377684023
-3460,451238.0764644273
-3470,459848.2053630246
-3480,468612.1738461346
-3490,477532.5443153056
-3500,486611.91875666846
-3510,495852.9393047411
-3520,505258.28881358355
-3530,514830.6914353948
-3540,524572.9132066354
-3550,534487.7626417652
-3560,544578.0913346906
-3570,554846.7945680076
-3580,565296.811930129
-3590,575931.1279404036
-3600,586752.7726822975
-3610,597764.8224447594
-3620,608970.4003718363
-3630,620372.677120668
-3640,631974.8715279265
-3650,643780.2512848288
-3660,655792.1336207925
-3670,668013.885995869
-3680,680448.926802021
-3690,693100.7260733793
-3700,705972.8062055553
-3710,719068.7426841385
-3720,732392.1648224657
-3730,745946.7565087843
-3740,759736.2569629034
-3750,773764.4615024561
-3760,788035.2223188793
-3770,802552.4492632166
-3780,817320.1106418631
-3790,832342.2340223673
-3800,847622.9070494045
-3810,863166.2782710346
-3820,878976.557975365
-3830,895058.0190377372
-3840,911414.9977785648
-3850,928051.8948319217
-3860,944973.1760250339
-3870,962183.3732687742
-3880,979687.0854592996
-3890,997488.9793909478
-3900,1015593.7906805275
-3910,1034006.3247031305
-3920,1052731.4575395936
-3930,1071774.136935745
-3940,1091139.3832735613
-3950,1110832.290554381
-3960,1130858.027394305
-3970,1151221.8380319076
-3980,1171929.04334843
-3990,1192985.0419005565
-4000,1214395.310965943
-4010,1236165.4076016303
-4020,1258300.969715488
-4030,1280807.7171508311
-4040,1303691.4527843604
-4050,1326958.063637577
-4060,1350613.522001818
-4070,1374663.8865770593
-4080,1399115.3036246505
-4090,1423974.0081341388
-4100,1449246.325004298
-4110,1474938.6702386078
-4120,1501057.5521552141
-4130,1527609.5726116912
-4140,1554601.42824458
-4150,1582039.9117240885
-4160,1609931.9130238637
-4170,1638284.4207062742
-4180,1667104.5232231135
-4190,1696399.4102321288
-4200,1726176.3739293336
-4210,1756442.810397478
-4220,1787206.220970667
-4230,1818474.2136154736
-4240,1850254.5043285664
-4250,1882554.9185512043
-4260,1915383.3926005824
-4270,1948747.9751184247
-4280,1982656.8285368106
-4290,2017118.2305616178
-4300,2052140.5756735548
-4310,2087732.3766472181
-4320,2123902.2660881225
-4330,2160658.9979881374
-4340,2198011.4492992833
-4350,2235968.6215263475
-4360,2274539.64233825
-4370,2313733.7671986413
-4380,2353560.381015647
-4390,2394028.9998112735
-4400,2435149.272410363
-4410,2476930.9821496257
-4420,2519384.0486066854
-4430,2562518.5293495716
-4440,2606344.6217067023
-4450,2650872.664557736
-4460,2696113.140145354
-4470,2742076.6759083644
-4480,2788774.046336174
-4490,2836216.1748450524
-4500,2884414.1356762117
-4510,2933379.1558161355
-4520,2983122.616939211
-4530,3033656.0573730757
-4540,3084991.174086709
-4550,3137139.824701781
-4560,3190114.029527187
-4570,3243925.973617328
-4580,3298588.008854105
-4590,3354112.6560531417
-4600,3410512.607094195
-4610,3467800.727076345
-4620,3525990.0564978854
-4630,3585093.8134614727
-4640,3645125.3959045387
-4650,3706098.383855483
-4660,3768026.5417156196
-4670,3830923.8205675166
-4680,3894804.3605095865
-4690,3959682.493017595
-4700,4025572.743333057
-4710,4092489.832878986
-4720,4160448.681703233
-4730,4229464.410949649
-4740,4299552.345357438
-4750,4370728.015788936
-4760,4443007.161786136
-4770,4516405.73415625
-4780,4590939.897586599
-4790,4666626.033289147
-4800,4743480.741674979
-4810,4821520.845059037
-4820,4900763.390395381
-4830,4981225.652043378
-4840,5062925.134565048
-4850,5145879.57555392
-4860,5230106.94849574
-4870,5315625.46566134
-4880,5402453.581031956
-4890,5490609.993257396
-4900,5580113.648647376
-4910,5670983.7441963125
-4920,5763239.730641947
-4930,5856901.315558173
-4940,5951988.4664823655
-4950,6048521.414077557
-4960,6146520.655329901
-4970,6246006.95678166
-4980,6347001.357800147
-4990,6449525.17388298
-5000,6553600
-5010,6659247.713972217
-5020,6766490.479888234
-5030,6875350.751558293
-5040,6985851.276006663
-5050,7098015.097002535
-5060,7211865.558629832
-5070,7327426.308896238
-5080,7444721.303382149
-5090,7563774.808929638
-5100,7684611.407371951
-5110,7807255.999303847
-5120,7931733.807893349
-5130,8058070.382735353
-5140,8186291.603747111
-5150,8316423.68510648
-5160,8448493.179233156
-5170,8582526.980813308
-5180,8718552.330868071
-5190,8856596.820866253
-5200,8996688.396881834
-5210,9138855.36379678
-5220,9283126.389549175
-5230,9429530.509427553
-5240,9578097.130411804
-5250,9728856.035561066
-5260,9881837.388448888
-5270,10037071.737646438
-5280,10194590.021253979
-5290,10354423.571481407
-5300,10516604.119277813
-5310,10681163.799011048
-5320,10848135.153197441
-5330,11017551.137282588
-5340,11189445.124473048
-5350,11363850.910619995
-5360,11540802.719155127
-5370,11720335.206079537
-5380,11902483.465005593
-5390,12087283.032252748
-5400,12274769.891997736
-5410,12464980.481479758
-5420,12657951.696260797
-5430,12853720.895541929
-5440,13052325.907536326
-5450,13253805.034899069
-5460,13458197.060214652
-5470,13665541.251542352
-5480,13875877.36802068
-5490,14089245.665530788
-5500,14305686.90241986
-5510,14525242.345284682
-5520,14747953.774816314
-5530,14973863.491706483
-5540,15203014.322615808
-5550,15435449.62620486
-5560,15671213.299228562
-5570,15910349.782694787
-5580,16152904.068087012
-5590,16398921.7036525
-5600,16648448.800756034
-5610,16901532.04030036
-5620,17158218.679213412
-5630,17418556.55700308
-5640,17682594.10238084
-5650,17950380.339953516
-5660,18221964.896985658
-5670,18497398.01023129
-5680,18776730.53283701
-5690,19060013.941316616
-5700,19347300.342598207
-5710,19638642.481143966
-5720,19934093.746143475
-5730,20233708.178781733
-5740,20537540.479582217
-5750,20845646.0158252
-5760,21158080.829042885
-5770,21474901.642591648
-5780,21796165.86930218
-5790,22121931.61920828
-5800,22452257.70735457
-5810,22787203.66168487
-5820,23126829.7310112
-5830,23471196.893064275
-5840,23820366.862626214
-5850,24174402.099746607
-5860,24533365.818042547
-5870,24897321.993082993
-5880,25266335.37085858
-5890,25640471.476337895
-5900,26019796.622110818
-5910,26404377.917119447
-5920,26794283.275477543
-5930,27189581.425379835
-5940,27590341.918101575
-5950,27996635.137088772
-5960,28408532.307140738
-5970,28826105.503685202
-5980,29249427.662147604
-5990,29678572.58741421
-6000,30113614.96339068
-6010,30554630.362657364
-6020,31001695.256221563
-6030,31454887.023367338
-6040,31914283.96160467
-6050,32379965.296718355
-6060,32852011.192917593
-6070,33330502.763087314
-6080,33815522.07914156
-6090,34307152.18248088
-6100,34805477.09455443
-6110,35310581.82752662
-6120,35822552.395050384
-6130,36341475.82314803
-6140,36867440.16120043
-6150,37400534.49304503
-6160,37940848.94818397
-6170,38488474.71310391
-6180,39043504.04270835
-6190,39606030.27186216
-6200,40176147.827051
-6210,40753952.238156095
-6220,41339540.150345385
-6230,41933009.33608159
-6240,42534458.70724883
-6250,43143988.32739891
-6260,43761699.424118504
-6270,44387694.40151707
-6280,45022076.85283777
-6290,45664951.57319274
-6300,46316424.57242285
-6310,46976603.08808345
-6320,47645595.59855704
-6330,48323511.83629461
-6340,49010462.80118669
-6350,49706560.77406415
-6360,50411919.330331065
-6370,51126653.35373037
-6380,51850879.0502443
-6390,52584713.96212909
-6400,53328276.982086435
-6410,54081688.367572464
-6420,54845069.75524662
-6430,55618544.17555914
-6440,56402236.06748055
-6450,57196271.293373466
-6460,58000777.15400921
-6470,58815882.403728224
-6480,59641717.265746996
-6490,60478413.447613105
-6500,61326104.1568099
-6510,62184924.11650965
-6520,63055009.581478976
-6530,63936498.35413796
-6540,64829529.80077271
-6550,65734244.867903486
-6560,66650786.09880963
-6570,67579297.6502128
-6580,68519925.30912116
-6590,69472816.50983226
-6600,70438120.35109971
-6610,71415987.61346385
-6620,72406570.77674761
-6630,73410024.0377187
-6640,74426503.3279192
-6650,75456166.33166668
-6660,76499172.50422499
-6670,77555683.0901482
-6680,78625861.14179714
-6690,79709871.53803377
-6700,80807881.00309098
-6710,81920058.12562183
-6720,83046573.37792704
-6730,84187599.1353668
-6740,85343309.69595422
-6750,86513881.30013397
-6760,87699492.15074584
-6770,88900322.4331787
-6780,90116554.33571304
-6790,91348372.0700535
-6800,92595961.89205536
-6810,93859512.12264545
-6820,95139213.16893902
-6830,96435257.54555473
-6840,97747839.89612725
-6850,99077157.01502356
-6860,100423407.86926153
-6870,101786793.62063144
-6880,103167517.64802477
-6890,104565785.5699727
-6900,105981805.26739089
-6910,107415786.90653977
-6920,108867942.96219563
-6930,110338488.24103686
-6940,111827639.90524854
-6950,113335617.49634606
-6960,114862642.95921749
-6970,116408940.66638967
-6980,117974737.44251885
-6990,119560262.58910799
-7000,121165747.90945102
-7010,122791427.73380756
-7020,124437538.94480985
-7030,126104321.003105
-7040,127792015.97323132
-7050,129500868.54973166
-7060,131231126.0835096
-7070,132983038.60842602
-7080,134756858.86813962
-7090,136552842.34319186
-7100,138371247.27834246
-7110,140212334.71015465
-7120,142076368.4948306
-7130,143963615.33630157
-7140,145874344.81457606
-7150,147808829.4143457
-7160,149767344.55385044
-7170,151750168.61400697
-7180,153757582.96780363
-7190,155789872.00996092
-7200,157847323.18686193
-7210,159930227.02675295
-7220,162038877.1702191
-7230,164173570.4009379
-7240,166334606.67670715
-7250,168522289.1607547
-7260,170736924.2533327
-7270,172978821.62359735
-7280,175248294.24177268
-7290,177545658.41160697
-7300,179871233.8031211
-7310,182225343.48565227
-7320,184608313.96119344
-7330,187020475.19803074
-7340,189462160.66468766
-7350,191933707.36416936
-7360,194435455.8685165
-7370,196967750.3536648
-7380,199530938.6346202
-7390,202125372.2009492
-7400,204751406.2525817
-7410,207409399.73593584
-7420,210099715.3803658
-7430,212822719.73493457
-7440,215578783.20551232
-7450,218368280.09220377
-7460,221191588.6271125
-7470,224049091.01243782
-7480,226941173.45891055
-7490,229868226.22456673
-7500,232830643.65386957
-7510,235828824.21717608
-7520,238863170.5505514
-7530,241934089.4959346
-7540,245041992.14166212
-7550,248187293.86334768
-7560,251370414.36512187
-7570,254591777.72123367
-7580,257851812.41802144
-7590,261150951.39625216
-7600,264489632.09383246
-7610,267868296.48889187
-7620,271287391.1432485
-7630,274747367.24625665
-7640,278248680.6590324
-7650,281791791.95907104
-7660,285377166.4852546
-7670,289005274.3832517
-7680,292676590.6513155
-7690,296391595.1864764
-7700,300150772.8311435
-7710,303954613.42011166
-7720,307803611.8279735
-7730,311698268.01694447
-7740,315639087.085108
-7750,319626579.31507814
-7760,323661260.22308105
-7770,327743650.60846376
-7780,331874276.603634
-7790,336053669.72443295
-7800,340282366.92093855
-7810,344560910.62871236
-7820,348889848.820487
-7830,353269735.05830413
-7840,357701128.5460963
-7850,362184594.1827217
-7860,366720702.6154604
-7870,371310030.2939715
-7880,375953159.5247078
-7890,380650678.52579856
-7900,385403181.4824115
-7910,390211268.60258234
-7920,395075546.1735247
-7930,399996626.6184201
-7940,404975128.5536976
-7950,410011676.8468038
-7960,415106902.67446166
-7970,420261443.5814283
-7980,425475943.5397564
-7990,430751053.00856
-8000,436087428.9942889
-8010,441485735.1115132
-8020,446946641.64422697
-8030,452470825.6076784
-8040,458058970.81071615
-8050,463711767.91866535
-8060,469429914.5167432
-8070,475214115.1740094
-8080,481065081.50785416
-8090,486983532.24903315
-8100,492970193.3072534
-8110,499025797.8373165
-8120,505151086.30581385
-8130,511346806.5583825
-8140,517613713.88754004
-8150,523952571.1010731
-8160,530364148.5910204
-8170,536849224.4032194
-8180,543408584.3074429
-8190,550043021.8681278
-8200,556753338.5156947
-8210,563540343.6184661
-8220,570404854.5551786
-8230,577347696.7881136
-8240,584369703.9368387
-8250,591471717.8525568
-8260,598654588.6930776
-8270,605919174.9984215
-8280,613266343.7670518
-8290,620696970.5327377
-8300,628211939.4420542
-8310,635812143.3325382
-8320,643498483.8114861
-8330,651271871.3354092
-8340,659133225.2901385
-8350,667083474.0716099
-8360,675123555.1673095
-8370,683254415.238394
-8380,691477010.2024883
-8390,699792305.3171703
-8400,708201275.2641524
-8410,716704904.2341465
-8420,725304186.0124288
-8430,734000124.0651197
-8440,742793731.6261736
-8450,751686031.7850723
-8460,760678057.5752507
-8470,769770852.0632441
-8480,778965468.438576
-8490,788262970.1043744
-8500,797664430.7687259
-8510,807170934.5367948
-8520,816783576.0036905
-8530,826503460.3480844
-8540,836331703.426601
-8550,846269431.8689829
-8560,856317783.1740257
-8570,866477905.8063024
-8580,876750959.2936668
-8590,887138114.3255554
-8600,897640552.8521001
-8610,908259468.184031
-8620,918996065.0933954
-8630,929851559.9150958
-8640,940827180.6492634
-8650,951924167.0644443
-8660,963143770.8016244
-8670,974487255.4791039
-8680,985955896.7982253
-8690,997550982.6499412
-8700,1009273813.2222477
-8710,1021125701.1084908
-8720,1033107971.4165483
-8730,1045221961.8788831
-8740,1057469022.9634807
-8750,1069850517.9856942
-8760,1082367823.2209823
-8770,1095022328.0185463
-8780,1107815434.9158854
-8790,1120748559.7542725
-8800,1133823131.7951615
-8810,1147040593.8375149
-8820,1160402402.3360724
-8830,1173910027.5205808
-8840,1187564953.5159652
-8850,1201368678.4634633
-8860,1215322714.6427202
-8870,1229428588.5948656
-8880,1243687841.2465818
-8890,1258102028.035138
-8900,1272672719.0344305
-8910,1287401499.082031
-8920,1302289967.9072418
-8930,1317339740.2601676
-8940,1332552446.0418024
-8950,1347929730.4351652
-8960,1363473254.0374715
-8970,1379184692.993347
-8980,1395065739.1290808
-8990,1411118100.0879748
-9000,1427343499.4667482
-9010,1443743676.953003
-9020,1460320388.4637904
-9030,1477075406.2852707
-9040,1494010519.2134783
-9050,1511127532.6961777
-9060,1528428268.9758518
-9070,1545914567.2338006
-9080,1563588283.7354054
-9090,1581451291.9764874
-9100,1599505482.830842
-9110,1617752764.698931
-9120,1636195063.657738
-9130,1654834323.611794
-9140,1673672506.4453738
-9150,1692711592.1759024
-9160,1711953579.1085653
-9170,1731400483.992097
-9180,1751054342.1758049
-9190,1770917207.7678077
-9200,1790991153.7945418
-9210,1811278272.3614554
-9220,1831780674.8149807
-9230,1852500491.9057765
-9240,1873439873.9532213
-9250,1894600991.011201
-9260,1915986033.0351486
-9270,1937597210.0504224
-9280,1959436752.3219612
-9290,1981506910.5252788
-9300,2003809955.918732
-9310,2026348180.5171669
-9320,2049123897.266924
-9330,2072139440.2221143
-9340,2095397164.7223332
-9350,2118899447.5717096
-9360,2142648687.2193537
-9370,2166647303.941167
-9380,2190897740.023069
-9390,2215402459.945642
-9400,2240163950.5701656
-9410,2265184721.3261166
-9420,2290467304.400089
-9430,2316014254.926129
-9440,2341828151.1775994
-9450,2367911594.7604647
-9460,2394267210.8080664
-9470,2420897648.177372
-9480,2447805579.6467566
-9490,2474993702.1152773
-9500,2502464736.803473
-9510,2530221429.455655
-9520,2558266550.5438166
-9530,2586602895.4730377
-9540,2615233284.7884707
-9550,2644160564.383894
-9560,2673387605.711844
-9570,2702917305.995377
-9580,2732752588.441418
-9590,2762896402.4556875
-9600,2793351723.859308
-9610,2824121555.1070704
-9620,2855208925.507284
-9630,2886616891.443314
-9640,2918348536.596828
-9650,2950406972.172697
-9660,2982795337.125614
-9670,3015516798.388351
-9680,3048574551.101861
-9690,3081971818.847015
-9700,3115711853.8781095
-9710,3149797937.3581448
-9720,3184233379.5958395
-9730,3219021520.2844834
-9740,3254165728.742518
-9750,3289669404.1559463
-9760,3325535975.822589
-9770,3361768903.398118
-9780,3398371677.143985
-9790,3435347818.1771526
-9800,3472700878.721718
-9810,3510434442.3624396
-9820,3548552124.3001328
-9830,3587057571.608918
-9840,3625954463.4954967
-9850,3665246511.5602927
-9860,3704937460.0605326
-9870,3745031086.175288
-9880,3785531200.27251
-9890,3826441646.1780505
-9900,3867766301.4466534
-9910,3909509077.634957
-9920,3951673920.576527
-9930,3994264810.658983
-9940,4037285763.103079
-9950,4080740828.2439046
-9960,4124634091.8141603
-9970,4168969675.229548
-9980,4213751735.876225
-9990,4258984467.4003854
